,SRR32936402,SRR32936389,SRR32938709,SRR32936396,SRR32936412,SRR32938731,SRR32938711,SRR32938723,SRR32938694,SRR32938705,SRR32936377,SRR32936401,SRR32936410,SRR32936379,SRR32938685,SRR32936376,SRR32938686,SRR32936420,SRR32936403,SRR32936388,SRR32938688,SRR32936422,SRR32936405,SRR32936390,SRR32936421,SRR32938721,SRR32938712,SRR32938684,SRR32938702,SRR32936383,SRR32936417,SRR32938693,SRR32938725,SRR32936415,SRR32936406,SRR32938730,SRR32936385,SRR32938728,SRR32938733,SRR32938713,SRR32936394,SRR32936416,SRR32938720,SRR32938704,SRR32938717,SRR32938722,SRR32936381,SRR32936408,SRR32936395,SRR32936407,SRR32938690,SRR32936384,SRR32938703,SRR32938734,SRR32938729,SRR32936414,SRR32936423,SRR32938707,SRR32938708,SRR32936393,SRR32938699,SRR32938689,SRR32938732,SRR32936382,SRR32938724,SRR32938718,SRR32936404,SRR32938687,SRR32936378,SRR32938715,SRR32938696,SRR32936409,SRR32938698,SRR32936386,SRR32936419,SRR32938706,SRR32936391,SRR32938701,SRR32936424,SRR32936418,SRR32938726,SRR32938710,SRR32936413,SRR32938697,SRR32936380,SRR32938714,SRR32938692,SRR32938691,SRR32938716,SRR32936392,SRR32938695,SRR32936387,SRR32938727,SRR32936398,SRR32936425,SRR32936411,SRR32936397,SRR32938719,SRR32936399,SRR32938700,SRR32936400
g__Mycoplasma,2.0,156.0,9.0,2.0,9.0,2.0,0.0,99.0,95.0,17.0,103.0,136.0,0.0,16.0,39.0,0.0,57.0,0.0,0.0,12.0,155.0,370.0,31.0,0.0,10.0,0.0,0.0,583.0,0.0,19.0,0.0,2.0,359.0,7.0,2.0,254.0,132.0,3.0,32.0,3.0,0.0,86.0,6.0,479.0,56.0,47.0,97.0,29.0,209.0,0.0,26.0,20.0,2.0,4.0,47.0,24.0,3.0,575.0,18.0,0.0,0.0,32.0,0.0,3.0,2.0,7.0,11.0,40.0,38.0,3.0,63.0,3.0,20.0,139.0,336.0,5.0,26.0,1.0,11.0,3.0,0.0,74.0,5.0,177.0,70.0,66.0,43.0,341.0,0.0,0.0,397.0,125.0,13.0,18.0,44.0,3.0,14.0,0.0,0.0,7.0,0.0
g__Neisseria,16119.0,17818.0,1810.0,29157.0,17821.0,6469.0,1301.0,198.0,567.0,3796.0,26019.0,8875.0,22355.0,4899.0,10339.0,19500.0,64.0,121.0,21570.0,296.0,42049.0,11841.0,30040.0,25803.0,10820.0,2018.0,16678.0,670.0,6048.0,4017.0,8758.0,111.0,2507.0,3983.0,15659.0,33289.0,6063.0,160.0,5627.0,5417.0,76.0,7315.0,8773.0,66.0,667.0,9993.0,51391.0,4847.0,110.0,24172.0,12813.0,245.0,47.0,171.0,14454.0,8891.0,36354.0,871.0,19472.0,8838.0,4437.0,1810.0,8047.0,62530.0,4517.0,14473.0,404.0,9115.0,16858.0,77083.0,339.0,14886.0,2754.0,14279.0,118.0,7286.0,33189.0,2764.0,10237.0,1295.0,3158.0,12101.0,2633.0,4553.0,23052.0,200.0,9039.0,6386.0,10611.0,17283.0,13658.0,438.0,1347.0,362.0,2441.0,5518.0,15073.0,7677.0,18334.0,7455.0,7673.0
g__Nitrospirillum,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
g__Odoribacter,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Olsenella,15.0,131.0,124.0,5.0,9.0,73.0,120.0,2355.0,101.0,105.0,18.0,28.0,9.0,20.0,3.0,2.0,6.0,18.0,133.0,7.0,75.0,42.0,38.0,29.0,2.0,19.0,99.0,193.0,111.0,51.0,15.0,39.0,18.0,9.0,14.0,260.0,44.0,16.0,96.0,109.0,2.0,7.0,43.0,29.0,60.0,89.0,181.0,18.0,74.0,30.0,59.0,484.0,0.0,0.0,11.0,15.0,28.0,151.0,87.0,19.0,17.0,4.0,0.0,3.0,209.0,7.0,6.0,36.0,92.0,38.0,46.0,9.0,342.0,19.0,53.0,7.0,58.0,21.0,4.0,21.0,49.0,6.0,39.0,50.0,35.0,4.0,7.0,208.0,10.0,26.0,23.0,46.0,7.0,33.0,35.0,667.0,50.0,17.0,54.0,290.0,7.0
g__Oribacterium,108.0,122.0,167.0,318.0,403.0,28.0,120.0,571.0,62.0,71.0,169.0,356.0,315.0,238.0,23.0,25.0,130.0,390.0,110.0,318.0,91.0,177.0,154.0,395.0,256.0,42.0,56.0,54.0,238.0,344.0,226.0,68.0,37.0,301.0,622.0,155.0,117.0,57.0,103.0,55.0,63.0,527.0,70.0,8.0,98.0,152.0,217.0,293.0,49.0,319.0,177.0,141.0,10.0,8.0,159.0,214.0,338.0,258.0,49.0,203.0,126.0,68.0,4.0,633.0,64.0,41.0,187.0,130.0,105.0,41.0,51.0,228.0,52.0,208.0,602.0,47.0,268.0,66.0,418.0,338.0,11.0,32.0,163.0,139.0,196.0,62.0,67.0,139.0,34.0,395.0,60.0,226.0,35.0,581.0,129.0,246.0,176.0,65.0,243.0,111.0,253.0
g__P5D1_392,5.0,0.0,1.0,17.0,31.0,8.0,3.0,0.0,3.0,5.0,9.0,21.0,2.0,31.0,0.0,14.0,2.0,10.0,13.0,5.0,0.0,6.0,9.0,2.0,0.0,6.0,2.0,0.0,9.0,8.0,3.0,0.0,3.0,13.0,17.0,7.0,29.0,1.0,0.0,3.0,16.0,1.0,0.0,1.0,2.0,3.0,1.0,5.0,4.0,7.0,0.0,20.0,6.0,1.0,0.0,6.0,30.0,0.0,0.0,9.0,2.0,10.0,4.0,3.0,2.0,3.0,3.0,0.0,4.0,0.0,4.0,46.0,0.0,0.0,4.0,25.0,30.0,5.0,27.0,10.0,7.0,12.0,2.0,4.0,3.0,11.0,0.0,2.0,0.0,16.0,2.0,14.0,0.0,1.0,10.0,0.0,27.0,6.0,3.0,2.0,10.0
g__Parascardovia,3.0,0.0,477.0,0.0,3.0,0.0,17.0,541.0,12.0,8.0,3.0,3.0,6.0,0.0,2.0,5.0,11.0,0.0,5.0,0.0,31.0,4.0,4.0,10.0,0.0,2.0,5.0,0.0,87.0,10.0,0.0,943.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0,12.0,0.0,215.0,9.0,32.0,30.0,4.0,69.0,0.0,3182.0,3.0,0.0,11.0,32.0,25.0,8.0,4.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,24.0,3.0,0.0,0.0,12.0,5.0,20.0,13.0,0.0,2.0,0.0,0.0,0.0,366.0,2.0,4.0,2.0,7.0,3.0,4.0,4.0,63.0,0.0,10.0,305.0,760.0,5.0,6.0,3.0,20.0,0.0
g__Parvimonas,0.0,50.0,0.0,0.0,0.0,2.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,18.0,5.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0
g__Peptoanaerobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0
g__Peptococcus,7.0,478.0,0.0,0.0,31.0,1.0,590.0,76.0,5.0,2.0,42.0,136.0,2.0,0.0,5.0,0.0,0.0,20.0,131.0,3.0,0.0,457.0,0.0,310.0,3.0,60.0,3.0,40.0,54.0,0.0,379.0,0.0,727.0,129.0,3.0,0.0,13.0,10.0,24.0,2.0,2.0,419.0,2.0,0.0,2.0,63.0,2.0,2.0,10.0,393.0,11.0,3.0,0.0,0.0,4.0,507.0,7.0,0.0,86.0,1316.0,3.0,0.0,0.0,0.0,64.0,0.0,13.0,91.0,34.0,0.0,2.0,3.0,11.0,798.0,2.0,13.0,759.0,117.0,48.0,3.0,34.0,8.0,440.0,7.0,2.0,10.0,2.0,0.0,37.0,185.0,95.0,29.0,53.0,3.0,45.0,40.0,51.0,0.0,66.0,101.0,2.0
g__Peptostreptococcus,9.0,9.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
g__Phocaeicola,4.0,101.0,0.0,10.0,0.0,0.0,512.0,0.0,0.0,45.0,24.0,4.0,0.0,0.0,15.0,0.0,24.0,3.0,165.0,0.0,46.0,109.0,12.0,15.0,2.0,12.0,2.0,38.0,0.0,26.0,4.0,22.0,50.0,0.0,5.0,0.0,10.0,0.0,466.0,49.0,2.0,25.0,4.0,31.0,115.0,0.0,121.0,10.0,25.0,14.0,96.0,15.0,0.0,0.0,3.0,0.0,0.0,40.0,18.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,112.0,14.0,0.0,0.0,553.0,7.0,60.0,8.0,13.0,8.0,7.0,0.0,6.0,0.0,110.0,9.0,54.0,0.0,46.0,412.0,0.0,2.0,7.0,121.0,7.0,4.0,0.0,0.0,5.0,0.0,11.0,5.0,0.0
g__Porphyromonas,513.0,12378.0,129.0,1100.0,530.0,2920.0,2998.0,186.0,2962.0,420.0,3481.0,4279.0,2369.0,2138.0,1345.0,60.0,779.0,106.0,4107.0,449.0,10977.0,3229.0,1695.0,8388.0,313.0,1279.0,300.0,11014.0,2600.0,602.0,10007.0,2656.0,47823.0,2961.0,14936.0,3706.0,4856.0,113.0,6609.0,507.0,1093.0,8200.0,633.0,2867.0,5154.0,5543.0,10128.0,1212.0,6536.0,11670.0,1671.0,5773.0,3500.0,38.0,2384.0,3853.0,4736.0,10462.0,3931.0,236.0,1076.0,1275.0,37.0,3526.0,1500.0,727.0,297.0,9038.0,5485.0,683.0,1290.0,7063.0,4928.0,9363.0,33703.0,503.0,5487.0,336.0,2814.0,484.0,2483.0,10924.0,2000.0,2130.0,9705.0,246.0,2176.0,403.0,19203.0,2151.0,6689.0,2011.0,5285.0,1714.0,1530.0,605.0,1201.0,1479.0,4685.0,1870.0,190.0
g__Prevotella,37393.0,32074.0,15329.0,42556.0,35652.0,3672.0,20017.0,43899.0,8717.0,2997.0,14984.0,31902.0,47919.0,29082.0,3746.0,25575.0,17778.0,24430.0,35497.0,37129.0,11811.0,33236.0,15806.0,12067.0,40014.0,2870.0,5892.0,3276.0,18824.0,40656.0,11897.0,2697.0,17689.0,21383.0,12391.0,7984.0,25128.0,5534.0,13441.0,4121.0,40607.0,23626.0,2264.0,29831.0,12181.0,18689.0,20320.0,35398.0,20916.0,23597.0,8148.0,11202.0,3229.0,3032.0,14769.0,22985.0,24154.0,15029.0,8677.0,34623.0,2292.0,15630.0,3022.0,19727.0,6590.0,2073.0,35724.0,11089.0,11533.0,8686.0,6274.0,25001.0,23404.0,21595.0,23130.0,4795.0,26224.0,10796.0,40134.0,22985.0,2110.0,6350.0,31932.0,13293.0,19701.0,5925.0,5117.0,15777.0,4781.0,32657.0,7799.0,20427.0,8588.0,43002.0,11703.0,46723.0,32190.0,16598.0,24781.0,12893.0,50917.0
g__Prevotellaceae_UCG_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Propionibacterium,8.0,50.0,38.0,5.0,0.0,4.0,35.0,19.0,167.0,46.0,16.0,37.0,19.0,4.0,7.0,7.0,5.0,2.0,74.0,7.0,62.0,6.0,8.0,50.0,0.0,23.0,20.0,4.0,9.0,3.0,13.0,711.0,22.0,0.0,16.0,383.0,0.0,4.0,28.0,38.0,0.0,9.0,294.0,6.0,4.0,91.0,19.0,10.0,0.0,21.0,48.0,39.0,5.0,675.0,27.0,8.0,2.0,77.0,56.0,12.0,477.0,0.0,12.0,2.0,21.0,70.0,5.0,10.0,15.0,30.0,412.0,26.0,18.0,15.0,2.0,39.0,15.0,15.0,3.0,2.0,22.0,201.0,1.0,188.0,6.0,6.0,14.0,142.0,398.0,7.0,393.0,8.0,2.0,2.0,57.0,34.0,23.0,135.0,16.0,68.0,5.0
g__Propionivibrio,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,11.0,0.0,3.0,4.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0,4.0,127.0,0.0,0.0,97.0,6.0,0.0,0.0,0.0,0.0,0.0,445.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,8.0,34.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,53.0,0.0,7.0,0.0,0.0,0.0,16.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
g__Pseudomonas,0.0,0.0,28.0,0.0,0.0,3.0,11.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,48.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,17.0,5.0,23.0,41.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,28.0,14.0,4.0,0.0,0.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,9.0,2.0,4.0,0.0,0.0,74.0,60.0,0.0,141.0,4.0,0.0,0.0,7.0,19.0,0.0,14.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,14.0,28.0,17.0,2.0,0.0,17.0,0.0,17.0,0.0,3.0,0.0,0.0,8.0,0.0,33.0,0.0
g__Pseudoramibacter,4.0,5.0,0.0,3.0,0.0,0.0,36.0,0.0,2.0,13.0,2.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,34.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,4.0,0.0,76.0,8.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,6.0,7.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,7.0,2.0,54.0,4.0,9.0,2.0,6.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,11.0,0.0,8.0,0.0,4.0,0.0,7.0,3.0,0.0
g__Pyramidobacter,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
g__RF39,0.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,16.0,56.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,107.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,88.0,16.0,0.0,2.0,0.0,0.0,76.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
g__Ralstonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Rikenellaceae_RC9_gut_group,0.0,88.0,0.0,0.0,60.0,0.0,0.0,0.0,17.0,0.0,30.0,14.0,0.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,101.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,24.0,11.0,41.0,5.0,20.0,0.0,0.0,7.0,0.0,59.0,105.0,0.0,0.0,48.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,108.0,87.0,10.0,4.0,0.0,6.0,250.0,0.0,6.0,6.0,3.0,2.0,13.0,0.0,3.0,85.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,555.0,15.0,79.0,9.0,0.0,0.0,4.0,0.0,9.0,4.0,0.0
g__Roseburia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Rothia,2158.0,295.0,892.0,533.0,1124.0,396.0,128.0,82.0,1572.0,1025.0,1958.0,589.0,1086.0,595.0,1638.0,948.0,2049.0,392.0,810.0,438.0,774.0,472.0,1820.0,1284.0,809.0,659.0,906.0,351.0,1395.0,1738.0,606.0,403.0,308.0,596.0,302.0,932.0,963.0,1149.0,353.0,919.0,1701.0,976.0,1370.0,250.0,1065.0,406.0,1036.0,766.0,1851.0,796.0,699.0,1638.0,1639.0,850.0,2151.0,439.0,818.0,569.0,7846.0,758.0,1426.0,1050.0,676.0,2411.0,484.0,1196.0,401.0,3452.0,1878.0,124.0,626.0,547.0,199.0,522.0,1948.0,975.0,415.0,2653.0,547.0,3322.0,1748.0,81.0,521.0,980.0,1223.0,354.0,853.0,3168.0,277.0,494.0,1881.0,1673.0,784.0,726.0,1924.0,382.0,706.0,621.0,577.0,582.0,527.0
g__Scardovia,8.0,3.0,1769.0,2.0,5.0,3.0,90.0,0.0,505.0,105.0,9.0,9.0,5.0,3.0,2.0,6.0,97.0,12.0,11.0,11.0,4.0,4.0,14.0,0.0,2.0,6.0,9.0,0.0,55.0,8.0,2.0,360.0,2.0,0.0,19.0,3.0,3.0,10.0,65.0,7.0,5.0,0.0,941.0,1828.0,178.0,0.0,4.0,24.0,1231.0,17.0,0.0,99.0,7.0,4774.0,3.0,0.0,18.0,300.0,643.0,9.0,3.0,4.0,0.0,0.0,3.0,182.0,4.0,0.0,29.0,4.0,1566.0,48.0,3.0,0.0,142.0,4.0,15.0,38.0,5.0,2.0,6.0,3.0,2.0,887.0,0.0,4.0,3.0,4.0,4.0,5.0,8.0,311.0,0.0,5.0,1130.0,3.0,6.0,0.0,3.0,29.0,5.0
g__Selenomonas,760.0,2662.0,1740.0,1435.0,983.0,3611.0,1188.0,8416.0,2161.0,2123.0,333.0,1697.0,1235.0,1252.0,157.0,32.0,205.0,3888.0,4758.0,3265.0,2212.0,1220.0,434.0,376.0,4198.0,238.0,1334.0,690.0,2338.0,1242.0,1112.0,1565.0,369.0,2056.0,508.0,1084.0,269.0,1015.0,1701.0,1427.0,2113.0,1099.0,1380.0,10967.0,543.0,3321.0,3438.0,1969.0,2746.0,728.0,5535.0,2934.0,130.0,2383.0,2971.0,1959.0,589.0,1871.0,1212.0,3456.0,1795.0,951.0,15.0,2322.0,2144.0,3182.0,2678.0,995.0,945.0,8070.0,1406.0,1304.0,3063.0,1972.0,321.0,190.0,445.0,330.0,867.0,83.0,278.0,2527.0,1029.0,1483.0,1277.0,1340.0,667.0,1768.0,2888.0,2737.0,1039.0,1780.0,105.0,5035.0,2463.0,3554.0,1346.0,1942.0,1907.0,2418.0,2073.0
g__Shuttleworthia,1.0,13.0,13.0,4.0,2.0,0.0,7.0,114.0,6.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,13.0,4.0,0.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,0.0,0.0,10.0,6.0,9.0,2.0,18.0,5.0,7.0,0.0,0.0,5.0,5.0,1.0,4.0,4.0,20.0,3.0,0.0,11.0,5.0,0.0,0.0,2.0,0.0,16.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,17.0,0.0,1.0,0.0,0.0,2.0,5.0,27.0,0.0,6.0,78.0,1.0,28.0,0.0,11.0,0.0,5.0,0.0,119.0,8.0,2.0,1.0,0.0,0.0
g__Simonsiella,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,192.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
g__Slackia,0.0,18.0,2.0,3.0,6.0,0.0,44.0,6.0,1.0,5.0,3.0,8.0,1.0,8.0,0.0,0.0,3.0,2.0,9.0,2.0,5.0,7.0,6.0,5.0,10.0,0.0,0.0,4.0,7.0,1.0,6.0,2.0,0.0,2.0,2.0,10.0,5.0,6.0,23.0,2.0,1.0,1.0,0.0,10.0,9.0,2.0,7.0,3.0,7.0,0.0,12.0,4.0,0.0,0.0,0.0,5.0,3.0,9.0,1.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.0,8.0,2.0,2.0,0.0,47.0,3.0,8.0,0.0,5.0,6.0,11.0,0.0,0.0,5.0,7.0,8.0,23.0,6.0,13.0,26.0,0.0,13.0,7.0,8.0,0.0,8.0,1.0,15.0,3.0,2.0,7.0,1.0,4.0
